popularity,name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
84,family ties (with Kendrick Lamar),spotify:track:3QFInJAm9eyaho5vBzxInN,0.711,0.611,1,-5.453,1,0.33,0.00588,0,0.23,0.144,134.093,audio_features,3QFInJAm9eyaho5vBzxInN,spotify:track:3QFInJAm9eyaho5vBzxInN,https://api.spotify.com/v1/tracks/3QFInJAm9eyaho5vBzxInN,https://api.spotify.com/v1/audio-analysis/3QFInJAm9eyaho5vBzxInN,252262,4
86,All The Stars (with SZA),spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,audio_features,3GCdLUSnKSMJhs4Tj6CV3s,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,https://api.spotify.com/v1/tracks/3GCdLUSnKSMJhs4Tj6CV3s,https://api.spotify.com/v1/audio-analysis/3GCdLUSnKSMJhs4Tj6CV3s,232187,4
85,LOVE. FEAT. ZACARI.,spotify:track:6PGoSes0D9eUDeeAafB2As,0.8,0.585,10,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058,audio_features,6PGoSes0D9eUDeeAafB2As,spotify:track:6PGoSes0D9eUDeeAafB2As,https://api.spotify.com/v1/tracks/6PGoSes0D9eUDeeAafB2As,https://api.spotify.com/v1/audio-analysis/6PGoSes0D9eUDeeAafB2As,213400,4
85,PRIDE.,spotify:track:6IZvVAP7VPPnsGX6bvgkqg,0.665,0.535,4,-7.056,0,0.0572,0.0786,1.68E-05,0.154,0.37,138.842,audio_features,6IZvVAP7VPPnsGX6bvgkqg,spotify:track:6IZvVAP7VPPnsGX6bvgkqg,https://api.spotify.com/v1/tracks/6IZvVAP7VPPnsGX6bvgkqg,https://api.spotify.com/v1/audio-analysis/6IZvVAP7VPPnsGX6bvgkqg,275253,4
83,Alright,spotify:track:3iVcZ5G6tvkXZkZKlMpIUs,0.796,0.766,7,-5.974,1,0.238,0.0742,0,0.0827,0.558,110.034,audio_features,3iVcZ5G6tvkXZkZKlMpIUs,spotify:track:3iVcZ5G6tvkXZkZKlMpIUs,https://api.spotify.com/v1/tracks/3iVcZ5G6tvkXZkZKlMpIUs,https://api.spotify.com/v1/audio-analysis/3iVcZ5G6tvkXZkZKlMpIUs,219333,4
81,Pray For Me,spotify:track:6huNf4dutXRjJyGn7f5BPS,0.732,0.678,2,-4.977,1,0.0886,0.0867,2.41E-05,0.112,0.196,100.626,audio_features,6huNf4dutXRjJyGn7f5BPS,spotify:track:6huNf4dutXRjJyGn7f5BPS,https://api.spotify.com/v1/tracks/6huNf4dutXRjJyGn7f5BPS,https://api.spotify.com/v1/audio-analysis/6huNf4dutXRjJyGn7f5BPS,211421,4
82,N95,spotify:track:0fX4oNGBWO3dSGUZcVdVV2,0.79,0.67,1,-5.527,1,0.105,0.377,2.32E-06,0.119,0.408,139.956,audio_features,0fX4oNGBWO3dSGUZcVdVV2,spotify:track:0fX4oNGBWO3dSGUZcVdVV2,https://api.spotify.com/v1/tracks/0fX4oNGBWO3dSGUZcVdVV2,https://api.spotify.com/v1/audio-analysis/0fX4oNGBWO3dSGUZcVdVV2,195950,4
82,United In Grief,spotify:track:5Gt9bxniM1SxN61yRzRhXL,0.529,0.845,8,-8.142,1,0.404,0.244,0,0.143,0.331,85.63,audio_features,5Gt9bxniM1SxN61yRzRhXL,spotify:track:5Gt9bxniM1SxN61yRzRhXL,https://api.spotify.com/v1/tracks/5Gt9bxniM1SxN61yRzRhXL,https://api.spotify.com/v1/audio-analysis/5Gt9bxniM1SxN61yRzRhXL,255378,3
95,MELTDOWN (feat. Drake),spotify:track:67nepsnrcZkowTxMWigSbb,0.557,0.774,7,-5.275,0,0.351,0.012,0,0.396,0.397,111.975,audio_features,67nepsnrcZkowTxMWigSbb,spotify:track:67nepsnrcZkowTxMWigSbb,https://api.spotify.com/v1/tracks/67nepsnrcZkowTxMWigSbb,https://api.spotify.com/v1/audio-analysis/67nepsnrcZkowTxMWigSbb,246134,4
89,Jimmy Cooks (feat. 21 Savage),spotify:track:3F5CgOj3wFlRv51JsHbxhe,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41E-06,0.093,0.366,165.921,audio_features,3F5CgOj3wFlRv51JsHbxhe,spotify:track:3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/tracks/3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/audio-analysis/3F5CgOj3wFlRv51JsHbxhe,218365,4
89,One Dance,spotify:track:1zi7xx7UVEFkmKfv06H8x0,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,audio_features,1zi7xx7UVEFkmKfv06H8x0,spotify:track:1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0,173987,4
88,Rich Flex,spotify:track:1bDbXMyjaUIooNwFE9wn0N,0.561,0.52,11,-9.342,0,0.244,0.0503,1.86E-06,0.355,0.424,153.15,audio_features,1bDbXMyjaUIooNwFE9wn0N,spotify:track:1bDbXMyjaUIooNwFE9wn0N,https://api.spotify.com/v1/tracks/1bDbXMyjaUIooNwFE9wn0N,https://api.spotify.com/v1/audio-analysis/1bDbXMyjaUIooNwFE9wn0N,239360,3
87,Search & Rescue,spotify:track:7aRCf5cLOFN1U7kvtChY1G,0.817,0.44,10,-8.482,0,0.0734,0.0603,1.42E-06,0.33,0.544,142.024,audio_features,7aRCf5cLOFN1U7kvtChY1G,spotify:track:7aRCf5cLOFN1U7kvtChY1G,https://api.spotify.com/v1/tracks/7aRCf5cLOFN1U7kvtChY1G,https://api.spotify.com/v1/audio-analysis/7aRCf5cLOFN1U7kvtChY1G,272113,4
87,WAIT FOR U (feat. Drake & Tems),spotify:track:59nOXPmaKlBfGMDeOVGrIK,0.463,0.642,1,-4.474,1,0.34,0.314,0,0.0686,0.339,83.389,audio_features,59nOXPmaKlBfGMDeOVGrIK,spotify:track:59nOXPmaKlBfGMDeOVGrIK,https://api.spotify.com/v1/tracks/59nOXPmaKlBfGMDeOVGrIK,https://api.spotify.com/v1/audio-analysis/59nOXPmaKlBfGMDeOVGrIK,189893,4
87,God's Plan,spotify:track:6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29E-05,0.552,0.357,77.169,audio_features,6DCZcSspjsKoFjzjrWoCdn,spotify:track:6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/tracks/6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/audio-analysis/6DCZcSspjsKoFjzjrWoCdn,198973,4
87,Passionfruit,spotify:track:5mCPDVBb16L4XQwDdbRUpz,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,audio_features,5mCPDVBb16L4XQwDdbRUpz,spotify:track:5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz,298941,4
86,Fair Trade (with Travis Scott),spotify:track:40iJIUlhi6renaREYGeIDS,0.666,0.465,1,-8.545,1,0.26,0.0503,0,0.215,0.292,167.937,audio_features,40iJIUlhi6renaREYGeIDS,spotify:track:40iJIUlhi6renaREYGeIDS,https://api.spotify.com/v1/tracks/40iJIUlhi6renaREYGeIDS,https://api.spotify.com/v1/audio-analysis/40iJIUlhi6renaREYGeIDS,291175,4
74,Who Told You (feat. Drake),spotify:track:6kgaI3kHkqmRimeGQdS4Ga,0.706,0.728,11,-4.606,0,0.332,0.155,0,0.0996,0.878,77.226,audio_features,6kgaI3kHkqmRimeGQdS4Ga,spotify:track:6kgaI3kHkqmRimeGQdS4Ga,https://api.spotify.com/v1/tracks/6kgaI3kHkqmRimeGQdS4Ga,https://api.spotify.com/v1/audio-analysis/6kgaI3kHkqmRimeGQdS4Ga,208920,5
93,See You Again (feat. Kali Uchis),spotify:track:7KA4W4McWYRpgf0fWsJZWB,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49E-06,0.109,0.62,78.558,audio_features,7KA4W4McWYRpgf0fWsJZWB,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387,4
83,NEW MAGIC WAND,spotify:track:0fv2KH6hac06J86hBUTcSf,0.621,0.73,5,-5.414,0,0.107,0.0967,0.000131,0.673,0.464,139.566,audio_features,0fv2KH6hac06J86hBUTcSf,spotify:track:0fv2KH6hac06J86hBUTcSf,https://api.spotify.com/v1/tracks/0fv2KH6hac06J86hBUTcSf,https://api.spotify.com/v1/audio-analysis/0fv2KH6hac06J86hBUTcSf,195320,4
82,EARFQUAKE,spotify:track:5hVghJ4KaYES3BFUATCYn0,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98E-06,0.795,0.413,79.635,audio_features,5hVghJ4KaYES3BFUATCYn0,spotify:track:5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/tracks/5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/audio-analysis/5hVghJ4KaYES3BFUATCYn0,190067,4
82,BEST INTEREST,spotify:track:3jHdKaLCkuNEkWcLVmQPCX,0.596,0.575,11,-8.325,0,0.0514,0.0861,0.000153,0.334,0.34,98.265,audio_features,3jHdKaLCkuNEkWcLVmQPCX,spotify:track:3jHdKaLCkuNEkWcLVmQPCX,https://api.spotify.com/v1/tracks/3jHdKaLCkuNEkWcLVmQPCX,https://api.spotify.com/v1/audio-analysis/3jHdKaLCkuNEkWcLVmQPCX,127921,3
82,ARE WE STILL FRIENDS?,spotify:track:5TxRUOsGeWeRl3xOML59Ai,0.216,0.497,10,-8.025,1,0.0371,0.128,2.39E-06,0.111,0.313,187.308,audio_features,5TxRUOsGeWeRl3xOML59Ai,spotify:track:5TxRUOsGeWeRl3xOML59Ai,https://api.spotify.com/v1/tracks/5TxRUOsGeWeRl3xOML59Ai,https://api.spotify.com/v1/audio-analysis/5TxRUOsGeWeRl3xOML59Ai,265480,3
77,She,spotify:track:0SA0mMXWh23raZ6xzOCU2V,0.35,0.621,8,-6.495,0,0.233,0.256,3.44E-05,0.613,0.459,83.375,audio_features,0SA0mMXWh23raZ6xzOCU2V,spotify:track:0SA0mMXWh23raZ6xzOCU2V,https://api.spotify.com/v1/tracks/0SA0mMXWh23raZ6xzOCU2V,https://api.spotify.com/v1/audio-analysis/0SA0mMXWh23raZ6xzOCU2V,253387,4
77,DOGTOOTH,spotify:track:6OfOzTitafSnsaunQLuNFw,0.706,0.648,8,-6.348,1,0.324,0.505,0,0.215,0.802,77.533,audio_features,6OfOzTitafSnsaunQLuNFw,spotify:track:6OfOzTitafSnsaunQLuNFw,https://api.spotify.com/v1/tracks/6OfOzTitafSnsaunQLuNFw,https://api.spotify.com/v1/audio-analysis/6OfOzTitafSnsaunQLuNFw,161041,4
78,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),spotify:track:3EG9FJ0ToLfgnc1IG2Z1wz,0.468,0.652,0,-4.912,1,0.0722,0.333,0.000318,0.55,0.39,140.223,audio_features,3EG9FJ0ToLfgnc1IG2Z1wz,spotify:track:3EG9FJ0ToLfgnc1IG2Z1wz,https://api.spotify.com/v1/tracks/3EG9FJ0ToLfgnc1IG2Z1wz,https://api.spotify.com/v1/audio-analysis/3EG9FJ0ToLfgnc1IG2Z1wz,588139,4
78,"GONE, GONE / THANK YOU",spotify:track:1hz7SRTGUNAtIQ46qiNv2p,0.518,0.492,10,-8.436,0,0.193,0.216,0.0012,0.146,0.471,78.848,audio_features,1hz7SRTGUNAtIQ46qiNv2p,spotify:track:1hz7SRTGUNAtIQ46qiNv2p,https://api.spotify.com/v1/tracks/1hz7SRTGUNAtIQ46qiNv2p,https://api.spotify.com/v1/audio-analysis/1hz7SRTGUNAtIQ46qiNv2p,375387,4
76,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),spotify:track:5B0kgjHULYJhAQkK5XsMoC,0.493,0.653,0,-5.666,0,0.0466,0.269,0,0.511,0.852,142.347,audio_features,5B0kgjHULYJhAQkK5XsMoC,spotify:track:5B0kgjHULYJhAQkK5XsMoC,https://api.spotify.com/v1/tracks/5B0kgjHULYJhAQkK5XsMoC,https://api.spotify.com/v1/audio-analysis/5B0kgjHULYJhAQkK5XsMoC,121573,4
94,I Wanna Be Yours,spotify:track:5XeFesFbtLpXzIVDNQP22n,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,audio_features,5XeFesFbtLpXzIVDNQP22n,spotify:track:5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n,183956,4
81,505,spotify:track:58ge6dfP91o9oXMzq3XkIS,0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79E-05,0.0733,0.234,140.267,audio_features,58ge6dfP91o9oXMzq3XkIS,spotify:track:58ge6dfP91o9oXMzq3XkIS,https://api.spotify.com/v1/tracks/58ge6dfP91o9oXMzq3XkIS,https://api.spotify.com/v1/audio-analysis/58ge6dfP91o9oXMzq3XkIS,253587,4
89,Do I Wanna Know?,spotify:track:5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,audio_features,5FVd6KXrgO9B3JPmC8OPst,spotify:track:5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/tracks/5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/audio-analysis/5FVd6KXrgO9B3JPmC8OPst,272394,4
89,Why'd You Only Call Me When You're High?,spotify:track:086myS9r57YsLbJpU0TgK9,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13E-05,0.104,0.8,92.004,audio_features,086myS9r57YsLbJpU0TgK9,spotify:track:086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/tracks/086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/audio-analysis/086myS9r57YsLbJpU0TgK9,161124,4
84,R U Mine?,spotify:track:2AT8iROs4FQueDv2c8q2KE,0.288,0.758,6,-5.692,0,0.0371,0.00616,0,0.303,0.619,97.094,audio_features,2AT8iROs4FQueDv2c8q2KE,spotify:track:2AT8iROs4FQueDv2c8q2KE,https://api.spotify.com/v1/tracks/2AT8iROs4FQueDv2c8q2KE,https://api.spotify.com/v1/audio-analysis/2AT8iROs4FQueDv2c8q2KE,201726,4
72,Fluorescent Adolescent,spotify:track:7e8utCy2JlSB8dRHKi49xM,0.646,0.813,6,-5.29,0,0.0288,0.00178,2.26E-05,0.144,0.821,112.115,audio_features,7e8utCy2JlSB8dRHKi49xM,spotify:track:7e8utCy2JlSB8dRHKi49xM,https://api.spotify.com/v1/tracks/7e8utCy2JlSB8dRHKi49xM,https://api.spotify.com/v1/audio-analysis/7e8utCy2JlSB8dRHKi49xM,173493,4
81,Snap Out Of It,spotify:track:0NdTUS4UiNYCNn5FgVqKQY,0.728,0.638,5,-6.455,0,0.0336,0.249,0,0.116,0.872,130.014,audio_features,0NdTUS4UiNYCNn5FgVqKQY,spotify:track:0NdTUS4UiNYCNn5FgVqKQY,https://api.spotify.com/v1/tracks/0NdTUS4UiNYCNn5FgVqKQY,https://api.spotify.com/v1/audio-analysis/0NdTUS4UiNYCNn5FgVqKQY,193030,4
79,Arabella,spotify:track:7nzsY8vlnKdvGOEE0rjAXZ,0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26E-06,0.212,0.506,179.949,audio_features,7nzsY8vlnKdvGOEE0rjAXZ,spotify:track:7nzsY8vlnKdvGOEE0rjAXZ,https://api.spotify.com/v1/tracks/7nzsY8vlnKdvGOEE0rjAXZ,https://api.spotify.com/v1/audio-analysis/7nzsY8vlnKdvGOEE0rjAXZ,207357,4
77,Mardy Bum,spotify:track:2fyIS6GXMgUcSv4oejx63f,0.634,0.599,2,-5.447,1,0.0365,0.0288,0,0.197,0.312,112.215,audio_features,2fyIS6GXMgUcSv4oejx63f,spotify:track:2fyIS6GXMgUcSv4oejx63f,https://api.spotify.com/v1/tracks/2fyIS6GXMgUcSv4oejx63f,https://api.spotify.com/v1/audio-analysis/2fyIS6GXMgUcSv4oejx63f,175440,4
76,I Bet You Look Good On The Dancefloor,spotify:track:3DQVgcqaP3iSMbaKsd57l5,0.535,0.948,6,-4.19,0,0.0356,0.00225,0,0.376,0.778,103.183,audio_features,3DQVgcqaP3iSMbaKsd57l5,spotify:track:3DQVgcqaP3iSMbaKsd57l5,https://api.spotify.com/v1/tracks/3DQVgcqaP3iSMbaKsd57l5,https://api.spotify.com/v1/audio-analysis/3DQVgcqaP3iSMbaKsd57l5,173680,4
92,Kill Bill,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,audio_features,1Qrg8KqiBpW07V7PNxwwwL,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/tracks/1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/audio-analysis/1Qrg8KqiBpW07V7PNxwwwL,153947,4
91,TELEKINESIS (feat. SZA & Future),spotify:track:1i9lZvlaDdWDPyXEE95aiq,0.458,0.535,5,-4.854,0,0.0281,0.575,0,0.168,0.216,82.826,audio_features,1i9lZvlaDdWDPyXEE95aiq,spotify:track:1i9lZvlaDdWDPyXEE95aiq,https://api.spotify.com/v1/tracks/1i9lZvlaDdWDPyXEE95aiq,https://api.spotify.com/v1/audio-analysis/1i9lZvlaDdWDPyXEE95aiq,353755,4
91,Snooze,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,0.559,0.551,5,-7.231,1,0.132,0.141,0,0.11,0.392,143.008,audio_features,4iZ4pt7kvcaH6Yo8UoZ4s2,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,https://api.spotify.com/v1/tracks/4iZ4pt7kvcaH6Yo8UoZ4s2,https://api.spotify.com/v1/audio-analysis/4iZ4pt7kvcaH6Yo8UoZ4s2,201800,4
83,Kiss Me More (feat. SZA),spotify:track:3DarAbFujv6eYNliUTyqtz,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92E-05,0.12,0.781,110.97,audio_features,3DarAbFujv6eYNliUTyqtz,spotify:track:3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/tracks/3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/audio-analysis/3DarAbFujv6eYNliUTyqtz,208667,4
86,All The Stars (with SZA),spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,audio_features,3GCdLUSnKSMJhs4Tj6CV3s,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,https://api.spotify.com/v1/tracks/3GCdLUSnKSMJhs4Tj6CV3s,https://api.spotify.com/v1/audio-analysis/3GCdLUSnKSMJhs4Tj6CV3s,232187,4
79,Good Days,spotify:track:4PMqSO5qyjpvzhlLI5GnID,0.461,0.651,1,-8.81,0,0.0568,0.418,1.26E-05,0.782,0.383,121.07,audio_features,4PMqSO5qyjpvzhlLI5GnID,spotify:track:4PMqSO5qyjpvzhlLI5GnID,https://api.spotify.com/v1/tracks/4PMqSO5qyjpvzhlLI5GnID,https://api.spotify.com/v1/audio-analysis/4PMqSO5qyjpvzhlLI5GnID,278480,4
78,Open Arms (feat. Travis Scott),spotify:track:6koKhrBBcExADvWuOgceNZ,0.434,0.586,9,-7.612,1,0.138,0.753,0.0144,0.146,0.239,78.259,audio_features,6koKhrBBcExADvWuOgceNZ,spotify:track:6koKhrBBcExADvWuOgceNZ,https://api.spotify.com/v1/tracks/6koKhrBBcExADvWuOgceNZ,https://api.spotify.com/v1/audio-analysis/6koKhrBBcExADvWuOgceNZ,239613,4
85,Low,spotify:track:2GAhgAjOhEmItWLfgisyOn,0.698,0.546,0,-7.234,0,0.0559,0.425,0.00314,0.16,0.335,145.044,audio_features,2GAhgAjOhEmItWLfgisyOn,spotify:track:2GAhgAjOhEmItWLfgisyOn,https://api.spotify.com/v1/tracks/2GAhgAjOhEmItWLfgisyOn,https://api.spotify.com/v1/audio-analysis/2GAhgAjOhEmItWLfgisyOn,181080,4
84,Nobody Gets Me,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,0.358,0.284,7,-8.285,1,0.0285,0.805,0,0.183,0.276,99.796,audio_features,5Y35SjAfXjjG0sFQ3KOxmm,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,https://api.spotify.com/v1/tracks/5Y35SjAfXjjG0sFQ3KOxmm,https://api.spotify.com/v1/audio-analysis/5Y35SjAfXjjG0sFQ3KOxmm,180853,3
81,Shirt,spotify:track:2wSTnntOPRi7aQneobFtU4,0.848,0.512,3,-7.72,0,0.102,0.228,0.00232,0.0879,0.572,120.009,audio_features,2wSTnntOPRi7aQneobFtU4,spotify:track:2wSTnntOPRi7aQneobFtU4,https://api.spotify.com/v1/tracks/2wSTnntOPRi7aQneobFtU4,https://api.spotify.com/v1/audio-analysis/2wSTnntOPRi7aQneobFtU4,181840,4
86,The Less I Know The Better,spotify:track:6K4t31amVTZDgR3sKmwUJJ,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,audio_features,6K4t31amVTZDgR3sKmwUJJ,spotify:track:6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/tracks/6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/audio-analysis/6K4t31amVTZDgR3sKmwUJJ,216320,4
84,Borderline,spotify:track:5hM5arv9KDbCHS0k9uqwjr,0.621,0.873,5,-3.067,0,0.0369,0.0406,9.10E-06,0.0824,0.873,97.96,audio_features,5hM5arv9KDbCHS0k9uqwjr,spotify:track:5hM5arv9KDbCHS0k9uqwjr,https://api.spotify.com/v1/tracks/5hM5arv9KDbCHS0k9uqwjr,https://api.spotify.com/v1/audio-analysis/5hM5arv9KDbCHS0k9uqwjr,237800,4
82,"New Person, Same Old Mistakes",spotify:track:52ojopYMUzeNcudsoz7O9D,0.47,0.809,8,-6.74,1,0.0495,0.272,0.00671,0.0491,0.49,151.836,audio_features,52ojopYMUzeNcudsoz7O9D,spotify:track:52ojopYMUzeNcudsoz7O9D,https://api.spotify.com/v1/tracks/52ojopYMUzeNcudsoz7O9D,https://api.spotify.com/v1/audio-analysis/52ojopYMUzeNcudsoz7O9D,363240,4
81,Let It Happen,spotify:track:2X485T9Z5Ly0xyaghN73ed,0.602,0.881,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.577,125.012,audio_features,2X485T9Z5Ly0xyaghN73ed,spotify:track:2X485T9Z5Ly0xyaghN73ed,https://api.spotify.com/v1/tracks/2X485T9Z5Ly0xyaghN73ed,https://api.spotify.com/v1/audio-analysis/2X485T9Z5Ly0xyaghN73ed,467587,4
71,Journey To The Real World (From Barbie The Album),spotify:track:5xQjhPfF0J455duKo2Bv9w,0.541,0.863,9,-5.992,0,0.0333,0.078,0.0433,0.117,0.492,123.946,audio_features,5xQjhPfF0J455duKo2Bv9w,spotify:track:5xQjhPfF0J455duKo2Bv9w,https://api.spotify.com/v1/tracks/5xQjhPfF0J455duKo2Bv9w,https://api.spotify.com/v1/audio-analysis/5xQjhPfF0J455duKo2Bv9w,87827,4
79,Eventually,spotify:track:5M4yti0QxgqJieUYaEXcpw,0.424,0.615,9,-6.217,0,0.0325,0.0158,0.000389,0.0844,0.155,77.935,audio_features,5M4yti0QxgqJieUYaEXcpw,spotify:track:5M4yti0QxgqJieUYaEXcpw,https://api.spotify.com/v1/tracks/5M4yti0QxgqJieUYaEXcpw,https://api.spotify.com/v1/audio-analysis/5M4yti0QxgqJieUYaEXcpw,318591,4
77,Feels Like We Only Go Backwards,spotify:track:0LtOwyZoSNZKJWHqjzADpW,0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.508,audio_features,0LtOwyZoSNZKJWHqjzADpW,spotify:track:0LtOwyZoSNZKJWHqjzADpW,https://api.spotify.com/v1/tracks/0LtOwyZoSNZKJWHqjzADpW,https://api.spotify.com/v1/audio-analysis/0LtOwyZoSNZKJWHqjzADpW,192960,4
71,New Gold (feat. Tame Impala and Bootie Brown),spotify:track:60SvhHtwefT0e2G7i7kOH3,0.695,0.923,1,-3.93,0,0.0522,0.0425,0.0469,0.116,0.551,108.014,audio_features,60SvhHtwefT0e2G7i7kOH3,spotify:track:60SvhHtwefT0e2G7i7kOH3,https://api.spotify.com/v1/tracks/60SvhHtwefT0e2G7i7kOH3,https://api.spotify.com/v1/audio-analysis/60SvhHtwefT0e2G7i7kOH3,215150,3
75,One More Hour,spotify:track:0mO6oS60RST2sWmN2FKknP,0.647,0.398,4,-8.63,1,0.0283,0.108,0.107,0.148,0.32,102.029,audio_features,0mO6oS60RST2sWmN2FKknP,spotify:track:0mO6oS60RST2sWmN2FKknP,https://api.spotify.com/v1/tracks/0mO6oS60RST2sWmN2FKknP,https://api.spotify.com/v1/audio-analysis/0mO6oS60RST2sWmN2FKknP,432560,4
74,Nangs,spotify:track:1cCbsojaA6GIT7Y3zuMJ1q,0.536,0.526,0,-9.754,1,0.181,0.159,0.847,0.128,0.434,167.608,audio_features,1cCbsojaA6GIT7Y3zuMJ1q,spotify:track:1cCbsojaA6GIT7Y3zuMJ1q,https://api.spotify.com/v1/tracks/1cCbsojaA6GIT7Y3zuMJ1q,https://api.spotify.com/v1/audio-analysis/1cCbsojaA6GIT7Y3zuMJ1q,107533,4
85,We Found Love,spotify:track:6qn9YLKt13AGvpq9jfO8py,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,audio_features,6qn9YLKt13AGvpq9jfO8py,spotify:track:6qn9YLKt13AGvpq9jfO8py,https://api.spotify.com/v1/tracks/6qn9YLKt13AGvpq9jfO8py,https://api.spotify.com/v1/audio-analysis/6qn9YLKt13AGvpq9jfO8py,215227,4
77,Diamonds,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972,audio_features,1z9kQ14XBSN0r2v6fx4IdG,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,https://api.spotify.com/v1/tracks/1z9kQ14XBSN0r2v6fx4IdG,https://api.spotify.com/v1/audio-analysis/1z9kQ14XBSN0r2v6fx4IdG,225147,4
74,Umbrella,spotify:track:2yPoXCs7BSIUrucMdK5PzV,0.583,0.829,1,-4.603,1,0.134,0.00864,0,0.0426,0.575,174.028,audio_features,2yPoXCs7BSIUrucMdK5PzV,spotify:track:2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/tracks/2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/audio-analysis/2yPoXCs7BSIUrucMdK5PzV,275987,4
84,Only Girl (In The World),spotify:track:2ENexcMEMsYk0rVJigVD3i,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71E-05,0.0586,0.638,125.911,audio_features,2ENexcMEMsYk0rVJigVD3i,spotify:track:2ENexcMEMsYk0rVJigVD3i,https://api.spotify.com/v1/tracks/2ENexcMEMsYk0rVJigVD3i,https://api.spotify.com/v1/audio-analysis/2ENexcMEMsYk0rVJigVD3i,235493,4
